Age,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,TotalWorkingDays,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
55.0,0.0,1.0,14.0,4.0,1.0,55380.0,0.0,17.0,0.0,37.0,2.0,36.0,4.0,13.0,3.0,3.0,4.0,1.0,3.0,9.301409509946629,229.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,1.0,0.0,1.0,1.0,1.0,57620.0,1.0,11.0,2.0,10.0,4.0,10.0,9.0,9.0,2.0,3.0,1.0,2.0,2.0,9.399931442080378,235.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,0.0,1.0,1.0,3.0,1.0,25920.0,1.0,14.0,0.0,5.0,2.0,5.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,6.08968764407561,241.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,0.0,1.0,1.0,3.0,2.0,53460.0,4.0,11.0,0.0,7.0,2.0,5.0,0.0,1.0,3.0,3.0,3.0,4.0,4.0,6.705174636661979,237.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,0.0,1.0,3.0,2.0,1.0,42130.0,1.0,12.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,6.619040626529614,227.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37.0,0.0,0.0,1.0,3.0,2.0,41270.0,2.0,13.0,1.0,15.0,2.0,5.0,0.0,2.0,3.0,3.0,1.0,4.0,3.0,11.014328139114726,246.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
35.0,0.0,1.0,7.0,4.0,1.0,24380.0,7.0,16.0,0.0,10.0,5.0,7.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,6.960253831417625,232.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
38.0,0.0,1.0,8.0,3.0,1.0,68700.0,1.0,11.0,1.0,8.0,5.0,8.0,7.0,7.0,3.0,3.0,1.0,1.0,3.0,9.293555796055797,231.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26.0,0.0,2.0,1.0,4.0,2.0,104470.0,1.0,18.0,0.0,6.0,3.0,6.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,7.590778256704982,232.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50.0,0.0,1.0,8.0,4.0,1.0,96670.0,3.0,23.0,0.0,28.0,2.0,10.0,1.0,6.0,2.0,4.0,1.0,2.0,2.0,6.008613495469718,233.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
53.0,0.0,1.0,11.0,4.0,2.0,21480.0,3.0,11.0,0.0,21.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,8.402108477011494,232.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42.0,0.0,1.0,4.0,4.0,1.0,89260.0,1.0,14.0,0.0,11.279936378095888,4.0,20.0,11.0,6.0,1.0,3.0,2.0,3.0,3.0,6.8070052800734615,242.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,0.0,2.0,16.0,4.0,1.0,65130.0,1.0,11.0,1.0,10.0,2.0,10.0,0.0,9.0,3.0,3.0,2.0,4.0,2.0,7.093167388167388,231.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,0.0,1.0,1.0,4.0,1.0,67990.0,3.0,11.0,0.0,12.0,2.0,10.0,0.0,8.0,3.0,3.0,2.0,4.0,3.0,9.362002074688798,241.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26.0,0.0,2.0,9.0,3.0,1.0,162910.0,1.0,22.0,0.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,10.977123430962344,239.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,0.0,1.0,5.0,1.0,1.0,27050.0,1.0,11.0,0.0,17.0,2.0,17.0,5.0,7.0,3.0,3.0,4.0,4.0,3.0,7.604444444444445,236.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,1.0,2.0,1.0,2.0,2.0,103330.0,3.0,14.0,1.0,19.0,2.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,10.97758573388203,243.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38.0,0.0,1.0,2.0,3.0,1.0,44480.0,9.0,12.0,0.0,10.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,6.8312753623188405,230.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26.0,1.0,1.0,4.0,3.0,3.0,68540.0,2.0,11.0,0.0,5.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,10.109408263305324,238.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,0.0,1.0,7.0,3.0,1.0,96370.0,1.0,13.0,0.0,5.0,6.0,5.0,0.0,2.0,2.0,3.0,4.0,4.0,3.0,6.709665977961433,242.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,0.0,2.0,1.0,1.0,2.0,35910.0,9.0,13.0,0.0,22.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,10.518214624881292,234.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
36.0,0.0,1.0,5.0,3.0,3.0,54050.0,4.0,14.0,0.0,10.0,2.0,8.0,7.0,7.0,3.0,3.0,3.0,2.0,3.0,6.182887517146776,243.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,0.0,2.0,9.0,4.0,1.0,46840.0,1.0,16.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,6.586388888888888,240.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26.0,1.0,1.0,8.0,3.0,2.0,157870.0,1.0,12.0,2.0,8.0,5.0,8.0,7.0,4.0,3.0,3.0,4.0,4.0,3.0,10.272241379310346,232.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37.0,0.0,2.0,9.0,1.0,1.0,15140.0,1.0,14.0,0.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,9.982733011937558,242.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,0.0,2.0,2.0,2.0,3.0,29560.0,5.0,13.0,0.0,23.0,2.0,20.0,4.0,8.0,3.0,3.0,3.0,2.0,4.0,5.979567632850242,230.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,1.0,1.0,1.0,4.0,1.0,23350.0,1.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,6.775967939304944,227.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,0.0,1.0,20.0,2.0,1.0,51540.0,0.0,19.0,0.0,12.0,2.0,11.0,6.0,9.0,2.0,3.0,3.0,2.0,2.0,7.690160390516039,239.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,0.0,2.0,8.0,3.0,3.0,69620.0,4.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.728246013667426,3.0,7.204732468123862,244.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51.0,0.0,1.0,2.0,3.0,2.0,56750.0,5.0,13.0,0.0,13.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,7.594769503546099,235.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41.0,0.0,1.0,29.0,1.0,1.0,23790.0,1.0,12.0,0.0,22.0,6.0,22.0,0.0,4.0,3.0,3.0,4.0,2.0,3.0,6.95264233241506,242.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,0.0,1.0,7.0,3.0,1.0,38120.0,1.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,7.008878472222222,240.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,0.0,1.0,9.0,3.0,1.0,46480.0,0.0,23.0,2.0,9.0,2.0,8.0,0.0,7.0,2.0,4.0,2.0,1.0,3.0,7.201573315118397,244.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31.0,0.0,1.0,8.0,1.0,1.0,29360.0,4.0,12.0,1.0,10.0,2.0,8.0,7.0,7.0,3.0,3.0,2.0,4.0,2.0,7.172875,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,0.0,1.0,5.0,4.0,2.0,21050.0,0.0,20.0,0.0,19.0,3.0,18.0,3.0,7.0,3.0,4.0,3.0,4.0,2.0,7.636801418439717,235.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36.0,0.0,0.0,5.0,4.0,1.0,85780.0,7.0,21.0,0.0,11.0,4.0,9.0,0.0,8.0,3.0,4.0,2.0,2.0,3.0,7.83278129395218,237.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32.0,0.0,1.0,2.0,3.0,2.0,27060.0,1.0,21.0,1.0,13.0,4.0,13.0,4.0,8.0,3.0,4.0,4.0,3.0,2.0,6.974765051395007,227.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,0.0,1.0,5.0,2.0,3.0,63840.0,3.0,19.0,2.0,19.0,4.0,10.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,6.906424220272905,228.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58.0,0.0,0.0,2.0,3.0,2.0,39680.0,2.0,13.0,2.0,12.0,3.0,5.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,10.895463728191,242.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,0.0,1.0,20.0,1.0,3.0,99070.0,0.0,13.0,1.0,6.0,3.0,5.0,0.0,3.0,2.0,3.0,3.0,4.0,3.0,9.125665729020158,237.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31.0,0.0,1.0,7.0,4.0,2.0,132250.0,3.0,21.0,1.0,9.0,2.0,2.0,1.0,0.0,3.0,4.0,1.0,1.0,3.0,6.831459786145978,239.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45.0,0.0,2.0,3.0,1.0,1.0,35400.0,1.0,13.0,0.0,24.0,6.0,24.0,9.0,11.0,3.0,3.0,1.0,1.0,3.0,7.3160499058380415,236.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31.0,0.0,1.0,16.0,4.0,2.0,28040.0,0.0,19.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,8.610798041894354,244.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33.0,0.0,2.0,9.0,3.0,4.0,193920.0,6.0,12.0,1.0,12.0,3.0,10.0,8.0,8.0,3.0,3.0,4.0,2.0,3.0,6.784845288326301,237.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,0.0,1.0,1.0,4.0,1.0,196650.0,1.0,22.0,1.0,21.0,6.0,21.0,11.0,10.0,3.0,4.0,3.0,1.0,3.0,10.986099773242628,245.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
43.0,0.0,2.0,7.0,4.0,4.0,24390.0,0.0,15.0,0.0,9.0,2.0,8.0,1.0,7.0,3.0,3.0,3.0,4.0,3.0,7.68658467939305,227.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49.0,0.0,1.0,1.0,3.0,3.0,73140.0,7.0,22.0,0.0,25.0,2.0,7.0,0.0,7.0,3.0,4.0,3.0,3.0,3.0,9.948856881572931,243.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,1.0,1.0,7.0,1.0,2.0,47740.0,2.0,18.0,1.0,11.0,2.0,8.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,7.9055276615527665,239.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27.0,0.0,1.0,15.0,4.0,3.0,39020.0,1.0,22.0,0.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,10.672414617486336,244.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
32.0,0.0,1.0,1.0,3.0,3.0,26620.0,1.0,11.0,1.0,13.0,6.0,13.0,11.0,9.0,4.0,3.0,3.0,2.0,3.0,10.496171548117156,239.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27.0,0.0,1.0,13.0,2.0,4.0,28560.0,1.0,12.0,2.0,5.0,5.0,5.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,10.069261664261663,231.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31.0,0.0,1.0,24.0,3.0,2.0,10810.0,4.0,11.0,3.0,13.0,4.0,7.0,1.0,7.0,4.0,3.0,4.0,4.0,3.0,6.607014174668495,243.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,0.0,1.0,7.0,3.0,2.0,24720.0,7.0,13.0,0.0,10.0,2.0,7.0,0.0,7.0,3.0,3.0,1.0,4.0,2.0,7.497914908579466,237.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,1.0,1.0,9.0,4.0,1.0,56730.0,5.0,14.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,10.727235717498877,247.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,0.0,1.0,13.0,3.0,4.0,41970.0,1.0,13.0,0.0,11.0,3.0,10.0,1.0,9.0,3.0,3.0,4.0,4.0,3.0,6.184816810344828,232.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,0.0,2.0,2.0,1.0,1.0,97130.0,1.0,17.0,0.0,10.0,5.0,10.0,8.0,9.0,2.0,3.0,3.0,3.0,3.0,6.609300048947627,227.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,0.0,2.0,19.0,4.0,1.0,20620.0,1.0,13.0,0.0,21.0,4.0,21.0,13.0,3.0,3.0,3.0,3.0,4.0,3.0,6.07624634502924,228.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39.0,1.0,1.0,1.0,1.0,1.0,42840.0,4.0,17.0,1.0,12.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,9.971745709123756,246.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
